ID,Pays,Nmb de concert
1,United States,24
2,United Kingdom,22
3,Germany,5
4,Canada,3
5,France,3
6,Japan,3
7,Australia,2
8,Switzerland,2
9,Italy,2
10,Netherlands,2
11,Austria,1
12,Denmark,1
13,Sweden,1
