ID,Pays,Nmb de concert
1,Italy,9
2,France,6
3,United Kingdom,6
4,Germany,5
5,Russia,5
6,Sweden,3
7,Austria,1
8,Belgium,1
9,Switzerland,1
10,Finland,1
11,Greece,1
12,Netherlands,1
