ID,Pays,Nmb de concert
1,United Kingdom,19
2,Japan,15
3,Germany,13
4,France,5
5,Spain,4
6,Belgium,2
7,Netherlands,2
8,Switzerland,1
9,Croatia,1
10,Ireland,1
11,Slovenia,1
