ID,Pays,Nmb de concert
1,United States,30
2,Canada,5
3,United Kingdom,5
4,Germany,4
5,Belgium,3
6,France,2
7,Netherlands,2
8,Austria,1
9,Switzerland,1
10,Denmark,1
11,Sweden,1
