ID,Pays,Nmb de concert
1,United States,30
2,Germany,12
3,Japan,6
4,Canada,4
5,United Kingdom,4
6,France,3
7,Austria,2
8,Belgium,2
9,Switzerland,2
10,Netherlands,2
11,Sweden,2
12,Norway,1
