ID,Pays,Nmb de concert
1,South Africa,10
2,United Kingdom,7
3,Germany,6
4,Italy,4
5,Austria,2
6,Belgium,2
7,Ireland,2
8,Switzerland,1
9,France,1
10,Netherlands,1
