ID,Pays,Nmb de concert
1,United Kingdom,79
2,United States,19
3,France,7
4,Germany,6
5,Japan,5
6,Sweden,5
7,Netherlands,4
8,Canada,2
9,Ireland,2
10,Belgium,1
