ID,Pays,Nmb de concert
1,United States,22
2,United Kingdom,17
3,Japan,11
4,France,7
5,Germany,6
6,Spain,4
7,Italy,4
8,Belgium,2
9,Canada,2
10,Switzerland,2
11,Portugal,2
12,Austria,1
13,Denmark,1
14,Finland,1
15,Greece,1
16,Hungary,1
17,Ireland,1
18,Mexico,1
19,Netherlands,1
20,Norway,1
21,Poland,1
22,Sweden,1
