ID,Pays,Nmb de concert
1,United Kingdom,32
2,Japan,11
3,United States,10
4,Australia,8
5,Italy,8
6,Germany,5
7,Spain,5
8,France,4
9,Canada,2
10,Switzerland,2
11,Ireland,1
12,Sweden,1
