ID,Pays,Nmb de concert
1,United States,44
2,United Kingdom,29
3,France,10
4,Japan,7
5,Canada,6
6,Germany,3
7,Belgium,2
8,Denmark,2
9,Spain,2
10,Switzerland,1
11,Ireland,1
12,Italy,1
13,Sweden,1
