ID,Pays,Nmb de concert
1,United States,5
2,United Kingdom,4
3,France,3
4,Italy,2
5,Argentina,1
6,Austria,1
7,Brazil,1
8,Canada,1
9,Switzerland,1
10,Chile,1
11,Hong Kong,1
12,South Korea,1
13,Mexico,1
14,Norway,1
15,Sweden,1
16,Singapore,1
17,Thailand,1
