ID,Pays,Nmb de concert
1,United Kingdom,26
2,United States,21
3,Germany,7
4,Japan,7
5,Australia,6
6,France,5
7,Italy,5
8,Canada,4
9,Spain,4
10,Ireland,4
11,Netherlands,3
12,Belgium,2
13,Austria,1
14,Denmark,1
15,Portugal,1
