ID,Pays,Nmb de concert
1,United States,20
2,Australia,6
3,Canada,3
4,Japan,3
5,Argentina,2
6,Brazil,2
7,Mexico,2
8,New Zealand,2
9,Chile,1
10,Hong Kong,1
