ID,Pays,Nmb de concert
1,United States,22
2,United Kingdom,21
3,Canada,8
4,Germany,8
5,France,8
6,Spain,5
7,Belgium,3
8,Italy,3
9,Portugal,3
10,Denmark,2
11,Ireland,2
12,Netherlands,2
13,Sweden,2
14,Switzerland,1
15,Norway,1
