ID,Pays,Nmb de concert
1,United Kingdom,61
2,United States,55
3,France,15
4,Netherlands,9
5,Canada,8
6,Germany,4
7,Israel,3
8,Sweden,3
9,Belgium,2
10,Denmark,2
11,Spain,2
12,Portugal,2
13,Switzerland,1
14,Ireland,1
