ID,Pays,Nmb de concert
1,United States,21
2,United Kingdom,12
3,Japan,6
4,France,5
5,Canada,3
6,Germany,3
7,Ireland,2
8,Italy,2
9,Belgium,1
10,Denmark,1
11,Spain,1
12,Netherlands,1
