ID,Pays,Nmb de concert
1,United States,14
2,Japan,5
3,United Kingdom,4
4,Canada,3
5,Germany,3
6,France,2
7,Spain,1
8,Italy,1
9,Netherlands,1
10,Norway,1
11,Sweden,1
