ID,Pays,Nmb de concert
1,United States,11
2,United Kingdom,3
3,Italy,3
4,Norway,2
5,Belgium,1
6,Denmark,1
7,France,1
8,Ireland,1
9,Israel,1
10,Netherlands,1
11,Poland,1
12,Sweden,1
