ID,Pays,Nmb de concert
1,United Kingdom,14
2,France,6
3,Italy,4
4,Greece,3
5,Ireland,3
6,Israel,3
7,United States,3
8,Belgium,2
9,Germany,2
10,Denmark,2
11,Netherlands,2
12,Canada,1
13,Spain,1
