ID,Pays,Nmb de concert
1,United States,15
2,United Kingdom,10
3,Canada,4
4,Denmark,2
5,Netherlands,2
6,Belgium,1
7,Switzerland,1
8,France,1
9,Hungary,1
10,Ireland,1
