ID,Pays,Nmb de concert
1,United States,26
2,Australia,5
3,France,5
4,Italy,4
5,Germany,3
6,United Kingdom,3
7,Mexico,2
8,Belgium,1
9,Canada,1
10,Switzerland,1
11,Spain,1
12,Japan,1
13,South Korea,1
14,Netherlands,1
15,New Zealand,1
16,Portugal,1
17,Taiwan,1
