ID,Pays,Nmb de concert
1,United States,32
2,Germany,15
3,United Kingdom,6
4,Canada,5
5,Spain,4
6,France,4
7,Austria,2
8,Switzerland,2
9,Finland,2
10,Sweden,2
11,Belgium,1
12,Netherlands,1
13,Norway,1
