ID,Pays,Nmb de concert
1,United States,56
2,Germany,17
3,Australia,14
4,United Kingdom,9
5,Canada,8
6,Switzerland,2
7,France,2
8,Netherlands,2
9,New Zealand,2
10,Sweden,2
11,Austria,1
12,Belgium,1
13,Denmark,1
14,Spain,1
15,Finland,1
16,Hungary,1
17,Ireland,1
18,Italy,1
19,Norway,1
20,Poland,1
21,Russia,1
