ID,Pays,Nmb de concert
1,United States,109
2,Australia,19
3,Canada,12
4,Germany,11
5,United Kingdom,7
6,Sweden,3
7,Belgium,1
8,Switzerland,1
9,Finland,1
10,France,1
11,Netherlands,1
12,Norway,1
13,New Zealand,1
