ID,Pays,Nmb de concert
1,United States,37
2,Germany,12
3,Canada,8
4,United Kingdom,6
5,Spain,5
6,France,4
7,Argentina,3
8,Sweden,3
9,Ireland,2
10,Italy,2
11,Netherlands,2
12,Norway,2
13,Austria,1
14,Belgium,1
15,Brazil,1
16,Switzerland,1
17,Czech Republic,1
18,Denmark,1
19,Finland,1
20,Greece,1
21,Hungary,1
22,Mexico,1
23,Puerto Rico,1
24,Portugal,1
25,Serbia,1
