ID,Pays,Nmb de concert
1,United States,73
2,Australia,13
3,Germany,11
4,United Kingdom,10
5,Canada,8
6,France,6
7,Spain,5
8,Italy,4
9,Argentina,2
10,Brazil,2
11,Switzerland,2
12,Mexico,2
13,New Zealand,2
14,Sweden,2
15,Austria,1
16,Belgium,1
17,Chile,1
18,Czech Republic,1
19,Denmark,1
20,Finland,1
21,Ireland,1
22,Netherlands,1
23,Norway,1
24,Portugal,1
