ID,Pays,Nmb de concert
1,United States,37
2,United Kingdom,10
3,Germany,9
4,Canada,5
5,Sweden,3
6,Belgium,1
7,Switzerland,1
8,Denmark,1
9,Finland,1
10,Netherlands,1
11,Norway,1
