ID,Pays,Nmb de concert
1,United States,10
2,Australia,9
3,Germany,9
4,Canada,8
5,Spain,3
6,Switzerland,2
7,France,2
8,United Kingdom,2
9,New Zealand,2
10,Austria,1
11,Belgium,1
12,Denmark,1
13,Finland,1
14,Ireland,1
15,Italy,1
16,Netherlands,1
17,Norway,1
18,Poland,1
19,Sweden,1
