ID,Pays,Nmb de concert
1,United Kingdom,82
2,Australia,60
3,Germany,13
4,Netherlands,5
5,Sweden,5
6,Switzerland,3
7,France,2
8,Belgium,1
9,Denmark,1
10,Isle Of Man,1
