ID,Pays,Nmb de concert
1,United States,54
2,United Kingdom,27
3,Germany,15
4,France,12
5,Canada,11
6,Belgium,4
7,Netherlands,2
8,Switzerland,1
9,Spain,1
10,Norway,1
11,Sweden,1
