ID,Pays,Nmb de concert
1,United States,29
2,Australia,16
3,Germany,7
4,Canada,5
5,Japan,3
6,Switzerland,2
7,Czech Republic,1
8,Finland,1
9,France,1
10,United Kingdom,1
11,Italy,1
12,Sweden,1
