ID,Pays,Nmb de concert
1,United States,14
2,Germany,11
3,Japan,6
4,Netherlands,6
5,Argentina,5
6,Canada,5
7,Spain,3
8,Belgium,2
9,Brazil,2
10,Mexico,2
11,Sweden,2
12,Austria,1
13,Switzerland,1
14,Czech Republic,1
15,Denmark,1
16,Estonia,1
17,Finland,1
18,France,1
19,Greece,1
20,Croatia,1
21,Norway,1
22,Poland,1
23,Russia,1
24,Turkey,1
