ID,Pays,Nmb de concert
1,Germany,10
2,United Kingdom,9
3,France,4
4,Italy,3
5,Netherlands,3
6,Spain,2
7,Sweden,2
8,Austria,1
9,Switzerland,1
10,Ireland,1
