ID,Pays,Nmb de concert
1,Germany,9
2,Japan,9
3,Australia,7
4,Netherlands,7
5,Argentina,5
6,Brazil,5
7,United Kingdom,5
8,France,4
9,Mexico,4
10,Belgium,2
11,Switzerland,2
12,New Zealand,2
13,South Africa,2
14,Austria,1
15,Chile,1
16,Czech Republic,1
17,Denmark,1
18,Spain,1
19,Finland,1
20,Hungary,1
21,Luxembourg,1
22,Norway,1
23,Portugal,1
24,Sweden,1
