ID,Pays,Nmb de concert
1,Spain,5
2,United Kingdom,4
3,Germany,3
4,France,2
5,Belgium,1
6,Switzerland,1
7,Czech Republic,1
8,Denmark,1
9,Finland,1
10,Hungary,1
11,Ireland,1
12,Italy,1
13,Montenegro,1
14,Netherlands,1
15,Norway,1
16,Poland,1
17,Portugal,1
18,Romania,1
19,Serbia,1
20,Russia,1
21,Sweden,1
