ID,Pays,Nmb de concert
1,Italy,8
2,Germany,7
3,Sweden,4
4,Austria,2
5,France,2
6,Poland,2
7,Switzerland,1
8,United Kingdom,1
9,Greece,1
10,Netherlands,1
11,United States,1
