ID,Pays,Nmb de concert
1,United States,31
2,United Kingdom,24
3,Australia,14
4,France,6
5,Canada,4
6,New Zealand,4
7,Denmark,2
8,Sweden,2
9,Belgium,1
10,Netherlands,1
