ID,Pays,Nmb de concert
1,United States,33
2,Canada,5
3,Germany,5
4,United Kingdom,5
5,Japan,5
6,Argentina,2
7,Australia,2
8,France,2
9,Mexico,2
10,New Zealand,2
11,Austria,1
12,Brazil,1
13,Switzerland,1
14,China,1
15,Denmark,1
16,Italy,1
17,Netherlands,1
18,Norway,1
19,Puerto Rico,1
20,Portugal,1
