ID,Pays,Nmb de concert
1,United States,13
2,United Kingdom,10
3,Germany,9
4,Australia,8
5,Japan,6
6,Netherlands,6
7,Spain,5
8,France,4
9,Sweden,3
10,Canada,2
11,Hong Kong,2
12,Ireland,2
13,India,2
14,Singapore,2
15,Austria,1
16,Belgium,1
17,Switzerland,1
18,Czech Republic,1
19,Denmark,1
20,Finland,1
21,Italy,1
22,Portugal,1
