ID,Pays,Nmb de concert
1,United States,17
2,France,7
3,Spain,6
4,United Kingdom,6
5,Italy,6
6,Germany,4
7,Switzerland,2
8,Austria,1
9,Belgium,1
10,Canada,1
11,Denmark,1
12,Finland,1
13,Ireland,1
14,Iceland,1
15,Netherlands,1
16,Portugal,1
17,Sweden,1
