ID,Pays,Nmb de concert
1,United States,50
2,United Kingdom,30
3,Japan,10
4,Australia,9
5,Germany,8
6,Canada,6
7,France,5
8,Spain,4
9,Italy,3
10,Sweden,3
11,Switzerland,2
12,Netherlands,2
13,Austria,1
14,Belgium,1
15,Denmark,1
16,Faroe Islands,1
17,Greenland,1
18,Ireland,1
19,Iceland,1
20,South Korea,1
21,New Zealand,1
22,Portugal,1
23,Singapore,1
24,Thailand,1
