ID,Pays,Nmb de concert
1,Italy,2
2,Mexico,2
3,United States,2
4,Argentina,1
5,Belgium,1
6,Brazil,1
7,Switzerland,1
8,Chile,1
9,Germany,1
10,Spain,1
11,Finland,1
12,France,1
13,Hong Kong,1
14,Hungary,1
15,Indonesia,1
16,Ireland,1
17,Norway,1
18,Peru,1
19,Poland,1
20,Portugal,1
21,Russia,1
22,Uruguay,1
