ID,Pays,Nmb de concert
1,United Kingdom,22
2,Spain,5
3,Germany,4
4,France,4
5,United States,4
6,Canada,3
7,Italy,3
8,Argentina,2
9,Brazil,2
10,Netherlands,2
11,Sweden,2
12,Belgium,1
13,Denmark,1
14,Finland,1
15,Greece,1
16,Ireland,1
17,Japan,1
18,Mexico,1
19,Norway,1
