ID,Pays,Nmb de concert
1,United Kingdom,40
2,France,15
3,Japan,12
4,United States,12
5,Germany,7
6,Italy,6
7,Spain,4
8,Sweden,4
9,Belgium,3
10,Canada,2
11,Switzerland,2
12,Netherlands,2
13,Norway,2
14,Denmark,1
15,Ireland,1
