ID,Pays,Nmb de concert
1,United Kingdom,36
2,United States,8
3,Germany,6
4,Japan,5
5,France,3
6,Sweden,3
7,Switzerland,2
8,Italy,2
9,Belgium,1
10,Canada,1
11,Denmark,1
12,Estonia,1
13,Ireland,1
14,Portugal,1
