ID,Pays,Nmb de concert
1,United Kingdom,16
2,France,10
3,Germany,9
4,Italy,5
5,Spain,3
6,Belgium,2
7,Switzerland,2
8,Finland,2
9,Netherlands,2
10,Austria,1
11,Denmark,1
12,Iceland,1
13,Norway,1
14,Sweden,1
