ID,Pays,Nmb de concert
1,United States,59
2,Australia,15
3,Canada,13
4,France,11
5,United Kingdom,11
6,Japan,7
7,Spain,4
8,Ireland,3
9,Italy,3
10,Switzerland,2
11,Germany,2
12,New Zealand,2
13,Austria,1
14,Belgium,1
15,Denmark,1
16,Netherlands,1
17,Portugal,1
