ID,Pays,Nmb de concert
1,United Kingdom,11
2,France,7
3,Germany,4
4,Italy,3
5,Austria,1
6,Belgium,1
7,Switzerland,1
8,Czech Republic,1
9,Estonia,1
10,Spain,1
11,Finland,1
12,Hungary,1
13,Ireland,1
14,Latvia,1
15,Netherlands,1
16,Poland,1
17,Sweden,1
18,United States,1
