ID,Pays,Nmb de concert
1,United States,13
2,United Kingdom,12
3,France,5
4,Germany,4
5,Mexico,4
6,Argentina,2
7,Belgium,2
8,Brazil,2
9,China,2
10,Japan,2
11,Russia,2
12,Austria,1
13,Canada,1
14,Switzerland,1
15,Chile,1
16,Colombia,1
17,Denmark,1
18,Spain,1
19,Finland,1
20,Hong Kong,1
21,Italy,1
22,South Korea,1
23,Luxembourg,1
24,Netherlands,1
25,Poland,1
26,Portugal,1
27,Sweden,1
28,Singapore,1
29,Thailand,1
