ID,Pays,Nmb de concert
1,Brazil,3
2,United Kingdom,3
3,Argentina,2
4,Mexico,2
5,South Africa,2
6,United Arab Emirates,1
7,Chile,1
8,Colombia,1
9,Ireland,1
10,Portugal,1
