ID,Pays,Nmb de concert
1,United Kingdom,41
2,France,15
3,Germany,13
4,Spain,8
5,Italy,7
6,Japan,7
7,Netherlands,7
8,Belgium,4
9,Switzerland,4
10,Ireland,3
11,Austria,2
12,Denmark,2
13,Norway,2
14,Sweden,2
15,Luxembourg,1
16,Russia,1
