ID,Pays,Nmb de concert
1,United Kingdom,5
2,Switzerland,3
3,Germany,3
4,Portugal,3
5,Denmark,2
6,Finland,2
7,France,2
8,Ireland,2
9,Norway,2
10,Russia,2
11,Sweden,2
12,Turkey,2
13,Belgium,1
14,Spain,1
15,Greece,1
16,Hungary,1
17,Italy,1
18,Japan,1
19,Luxembourg,1
20,Netherlands,1
