ID,Pays,Nmb de concert
1,United States,43
2,Canada,8
3,United Kingdom,7
4,Australia,6
5,Japan,6
6,Mexico,6
7,France,4
8,Italy,3
9,Germany,2
10,Norway,2
11,United Arab Emirates,1
12,Argentina,1
13,Belgium,1
14,Brazil,1
15,Switzerland,1
16,Spain,1
17,Finland,1
18,South Korea,1
19,Netherlands,1
20,Portugal,1
