ID,Pays,Nmb de concert
1,United Kingdom,12
2,France,9
3,United States,9
4,Italy,6
5,Canada,5
6,Switzerland,5
7,Germany,5
8,Belgium,4
9,Netherlands,4
10,Spain,3
11,Austria,2
12,Denmark,2
13,Portugal,2
14,Czech Republic,1
15,Finland,1
16,Greece,1
17,Hungary,1
18,Ireland,1
19,Iceland,1
20,Lithuania,1
21,Latvia,1
22,Norway,1
23,Poland,1
24,Romania,1
25,Russia,1
26,Sweden,1
27,Ukraine,1
